Regionskode,Regionsnavn,Kommunekode ,Kommunenavn,Ejerlavskode,Ejerlavsbetegnelse
1085,Sjælland,330,Slagelse Kommune,250653,"Madslunde Huse, Kindertofte"
1085,Sjælland,330,Slagelse Kommune,250654,"St. Frederikslund Hgd., Kindertofte"
1085,Sjælland,330,Slagelse Kommune,250751,"Lundforlund By, Lundforlund"
1085,Sjælland,330,Slagelse Kommune,250851,"Huse Herrestrup By, Nordrupvester"
1085,Sjælland,330,Slagelse Kommune,250852,"Nordrup By, Nordrupvester"
1085,Sjælland,330,Slagelse Kommune,250853,"Nordruplund Hgd., Nordrupvester"
1085,Sjælland,330,Slagelse Kommune,250854,"Skaftelev By, Nordrupvester"
1085,Sjælland,330,Slagelse Kommune,250855,"Ødemark Hgd., Nordrupvester"
1085,Sjælland,330,Slagelse Kommune,250951,"Dævidsrød By, Ottestrup"
1085,Sjælland,330,Slagelse Kommune,250952,"Ll. Frederikslund, Ottestrup"
1085,Sjælland,330,Slagelse Kommune,250953,"Ottestrup By, Ottestrup"
1085,Sjælland,330,Slagelse Kommune,250954,"Skovsø By, Ottestrup"
1085,Sjælland,330,Slagelse Kommune,250955,"Vedbynørre By, Ottestrup"
1085,Sjælland,330,Slagelse Kommune,250956,"Vedbysønder By, Ottestrup"
1085,Sjælland,330,Slagelse Kommune,251251,"Falkensteen Hgd., Slots Bjergby"
1085,Sjælland,330,Slagelse Kommune,251252,"Slots Bjergby By, Slots Bjergby"
1085,Sjælland,330,Slagelse Kommune,251351,"Harrested By, Sludstrup"
1085,Sjælland,330,Slagelse Kommune,251352,"Sludstrup By, Sludstrup"
1085,Sjælland,330,Slagelse Kommune,251353,"Sørbylille By, Sludstrup"
1085,Sjælland,330,Slagelse Kommune,251451,"Næsbyskov, Sorterup"
1085,Sjælland,330,Slagelse Kommune,251452,"Ollerup By, Sorterup"
1085,Sjælland,330,Slagelse Kommune,251453,"Sorterup By, Sorterup"
1085,Sjælland,330,Slagelse Kommune,251454,"Tyvelse By, Sorterup"
1085,Sjælland,330,Slagelse Kommune,251551,"Bildsø By, Kirke Stillinge"
1085,Sjælland,330,Slagelse Kommune,251552,"Kelstrup By, Kirke Stillinge"
1085,Sjælland,330,Slagelse Kommune,251553,"Kirke Stillinge By, Kirke Stillinge"
1085,Sjælland,330,Slagelse Kommune,251554,"Ll. Kongsmark By, Kirke Stillinge"
1085,Sjælland,330,Slagelse Kommune,251555,"Næsby ved Stranden, Kirke Stillinge"
1085,Sjælland,330,Slagelse Kommune,251556,"St. Kongsmark By, Kirke Stillinge"
1085,Sjælland,330,Slagelse Kommune,251557,"Tjæreby Vejle, Kirke Stillinge"
1085,Sjælland,330,Slagelse Kommune,251558,"Ø. Stillinge By, Kirke Stillinge"
1085,Sjælland,330,Slagelse Kommune,251651,"Årslev By, Sønderup"
1085,Sjælland,330,Slagelse Kommune,251652,"Hallelev By, Sønderup"
1085,Sjælland,330,Slagelse Kommune,251653,"Sønderup By, Sønderup"
1085,Sjælland,330,Slagelse Kommune,251751,"Bonderup Hgd., Tårnborg"
1085,Sjælland,330,Slagelse Kommune,251752,"Frølunde By, Tårnborg"
1085,Sjælland,330,Slagelse Kommune,251753,"Halseby By, Tårnborg"
1085,Sjælland,330,Slagelse Kommune,251754,"Hulby By, Tårnborg"
1085,Sjælland,330,Slagelse Kommune,251755,"Stubagerhus, Tårnborg"
1085,Sjælland,330,Slagelse Kommune,251756,"Svenstrup By, Tårnborg"
1085,Sjælland,330,Slagelse Kommune,251757,"Tårnborggård, Tårnborg"
1085,Sjælland,330,Slagelse Kommune,251758,"Tårnholm Hgd., Tårnborg"
1085,Sjælland,330,Slagelse Kommune,251759,"Tjæreby By, Tårnborg"
1085,Sjælland,330,Slagelse Kommune,251760,"Tjæreby Vejle, Tårnborg"
1085,Sjælland,330,Slagelse Kommune,251851,"Forlev By, Vemmelev"
1085,Sjælland,330,Slagelse Kommune,251852,"Ormeslev By, Vemmelev"
1085,Sjælland,330,Slagelse Kommune,251853,"Tårnholm Hgd., Vemmelev"
1085,Sjælland,330,Slagelse Kommune,251854,"Tjæreby Vejle, Vemmelev"
1085,Sjælland,330,Slagelse Kommune,251855,"Vemmelev By, Vemmelev"
1085,Sjælland,330,Slagelse Kommune,2001151,Korsør Bygrunde
1085,Sjælland,330,Slagelse Kommune,2001152,"Søbatteriet, Korsør Grunde"
1085,Sjælland,330,Slagelse Kommune,2001153,Korsør Markjorder
1085,Sjælland,330,Slagelse Kommune,2001154,"Sprogø, Korsør Jorder"
1085,Sjælland,330,Slagelse Kommune,2001155,"Tårnborg Hgd., Korsør Jorder"
1085,Sjælland,330,Slagelse Kommune,2001351,Skælskør Bygrunde
1085,Sjælland,330,Slagelse Kommune,2001352,Skælskør Markjorder
1085,Sjælland,330,Slagelse Kommune,2001353,Skælskør Overdrev
1085,Sjælland,330,Slagelse Kommune,2001451,Slagelse Bygrunde
1085,Sjælland,330,Slagelse Kommune,2001452,Slagelse Markjorder
1085,Sjælland,330,Slagelse Kommune,2001453,"Brorupgård Hgd., Slagelse Jorder"
1085,Sjælland,330,Slagelse Kommune,2001454,"Jernbjerg, Slagelse Jorder"
1085,Sjælland,330,Slagelse Kommune,2001455,"Ll. Valby, Slagelse Jorder"
1085,Sjælland,330,Slagelse Kommune,2001456,"Skovsø, Slagelse Jorder"
1085,Sjælland,330,Slagelse Kommune,2001457,"Sdr. Overdrev, Slagelse Jorder"
1085,Sjælland,330,Slagelse Kommune,2001458,"Valbygård Hgd., Slagelse Jorder"
1085,Sjælland,330,Slagelse Kommune,2001459,"Slagstrup, Slagelse Jorder"
1085,Sjælland,330,Slagelse Kommune,2001460,"Antvorskov Hgd., Slagelse Jorder"
1085,Sjælland,330,Slagelse Kommune,2001461,"Holmstrup, Slagelse Jorder"
1085,Sjælland,330,Slagelse Kommune,2001462,"Hyllerup, Slagelse Jorder"
1085,Sjælland,330,Slagelse Kommune,2001463,"Landsgrav, Slagelse Jorder"
1085,Sjælland,269,Solrød Kommune,40251,"Havdrup By, Havdrup"
1085,Sjælland,269,Solrød Kommune,40252,"Ulvemose, Havdrup"
1085,Sjælland,269,Solrød Kommune,40351,"Jersie By, Jersie"
1085,Sjælland,269,Solrød Kommune,40551,"Karlstrup By, Karlstrup"
1085,Sjælland,269,Solrød Kommune,40751,"Kirke Skensved By, Kirke Skensved"
1085,Sjælland,269,Solrød Kommune,41051,"Solrød By, Solrød"
1085,Sjælland,340,Sorø Kommune,150751,"Kongsted By, Niløse"
1085,Sjælland,340,Sorø Kommune,150752,"Niløse By, Niløse"
1085,Sjælland,340,Sorø Kommune,150753,"Verup By, Niløse"
1085,Sjælland,340,Sorø Kommune,151151,"Lårup By, Stenlille"
1085,Sjælland,340,Sorø Kommune,151152,"Saltofte By, Stenlille"
1085,Sjælland,340,Sorø Kommune,151153,"Sandlyng, Stenlille"
1085,Sjælland,340,Sorø Kommune,151154,"Skuerup, Stenlille"
1085,Sjælland,340,Sorø Kommune,151155,"Stenlille By, Stenlille"
1085,Sjælland,340,Sorø Kommune,151156,"Tjørntved By, Stenlille"
1085,Sjælland,340,Sorø Kommune,151551,"Atterup By, Tersløse"
1085,Sjælland,340,Sorø Kommune,151552,"Brandstrup By, Tersløse"
1085,Sjælland,340,Sorø Kommune,151553,"Karsholte By, Tersløse"
1085,Sjælland,340,Sorø Kommune,151554,"Tersløsegård, Tersløse"
1085,Sjælland,340,Sorø Kommune,151555,"Tersløse By, Tersløse"
1085,Sjælland,340,Sorø Kommune,191151,"Ruds Vedby By, Ruds Vedby"
1085,Sjælland,340,Sorø Kommune,191251,"Herrestrup By, Skellebjerg"
1085,Sjælland,340,Sorø Kommune,191252,"Skellebjerg By, Skellebjerg"
1085,Sjælland,340,Sorø Kommune,191253,"Sobjerg By, Skellebjerg"
1085,Sjælland,340,Sorø Kommune,191254,"Tåderup By, Skellebjerg"
1085,Sjælland,340,Sorø Kommune,220151,"Alsted By, Alsted"
1085,Sjælland,340,Sorø Kommune,220152,"Alsted-Flinterup By, Alsted"
1085,Sjælland,340,Sorø Kommune,220153,"Hylstrup By, Alsted"
1085,Sjælland,340,Sorø Kommune,220154,"Knudstrup By, Alsted"
1085,Sjælland,340,Sorø Kommune,220251,"Bjernedegård Hgd., Bjernede"
1085,Sjælland,340,Sorø Kommune,220252,"Bjernede Huse, Bjernede"
1085,Sjælland,340,Sorø Kommune,220253,"Fulby By, Bjernede"
1085,Sjælland,340,Sorø Kommune,220254,"St. Ebberup By, Bjernede"
1085,Sjælland,340,Sorø Kommune,220351,"V. Broby By, V. Broby"
1085,Sjælland,340,Sorø Kommune,220451,"Bromme By, Bromme"
1085,Sjælland,340,Sorø Kommune,220452,"Kokkegård, Bromme"
1085,Sjælland,340,Sorø Kommune,220453,"Krøjerup By, Bromme"
1085,Sjælland,340,Sorø Kommune,220454,"Ll. Ebberup By, Bromme"
1085,Sjælland,340,Sorø Kommune,220455,"Ødemark Hgd., Bromme"
1085,Sjælland,340,Sorø Kommune,220551,"Fjenneslevmagle By, Fjenneslev"
1085,Sjælland,340,Sorø Kommune,220552,"Kirke Fjenneslev By, Fjenneslev"
1085,Sjælland,340,Sorø Kommune,220553,"Mørup Hgd., Fjenneslev"
1085,Sjælland,340,Sorø Kommune,220751,"Frenderup By, Kirke Flinterup"
1085,Sjælland,340,Sorø Kommune,220752,"Hellestrup Hgd., Kirke Flinterup"
1085,Sjælland,340,Sorø Kommune,220753,"Kirke Flinterup By, Kirke Flinterup"
1085,Sjælland,340,Sorø Kommune,220754,"Vielsted By, Kirke Flinterup"
1085,Sjælland,340,Sorø Kommune,220755,"Ødemarkshuse, Kirke Flinterup"
1085,Sjælland,340,Sorø Kommune,220851,"Borød-Flinterup By, Lynge"
1085,Sjælland,340,Sorø Kommune,220852,"Frederikskilde, Lynge"
1085,Sjælland,340,Sorø Kommune,220853,"Lindebjerg By, Lynge"
1085,Sjælland,340,Sorø Kommune,220854,"Lynge-Eskilstrup By, Lynge"
1085,Sjælland,340,Sorø Kommune,220855,"Lynge By, Lynge"
1085,Sjælland,340,Sorø Kommune,220856,"Nyrupgård, Lynge"
1085,Sjælland,340,Sorø Kommune,220857,"Oldebjerggård, Lynge"
1085,Sjælland,340,Sorø Kommune,220858,"Stenstrup By, Lynge"
1085,Sjælland,340,Sorø Kommune,220859,"Suserup By, Lynge"
1085,Sjælland,340,Sorø Kommune,220860,"Topshøj By, Lynge"
1085,Sjælland,340,Sorø Kommune,220861,"Plessens Overdrev, Lynge"
1085,Sjælland,340,Sorø Kommune,220951,"Døjringe By, Munke Bjergby"
1085,Sjælland,340,Sorø Kommune,220952,"Munke Bjergby By, Munke Bjergby"
1085,Sjælland,340,Sorø Kommune,220953,"Rude-Eskilstrup By, Munke Bjergby"
1085,Sjælland,340,Sorø Kommune,220954,"Vedde By, Munke Bjergby"
1085,Sjælland,340,Sorø Kommune,221051,"Borød By, Pedersborg"
1085,Sjælland,340,Sorø Kommune,221052,"Haverup By, Pedersborg"
1085,Sjælland,340,Sorø Kommune,221053,"Lyng By, Pedersborg"
1085,Sjælland,340,Sorø Kommune,221054,"Pedersborg By, Pedersborg"
1085,Sjælland,340,Sorø Kommune,221055,"Rydevænge, Pedersborg"
1085,Sjælland,340,Sorø Kommune,221056,"Tuelsø, Pedersborg"
1085,Sjælland,340,Sorø Kommune,221151,"Brandsmark By, Slaglille"
1085,Sjælland,340,Sorø Kommune,221152,"Slaglille By, Slaglille"
1085,Sjælland,340,Sorø Kommune,221153,"St. Ladegård Hgd., Slaglille"
1085,Sjælland,340,Sorø Kommune,221154,"Tuelsø, Slaglille"
1085,Sjælland,340,Sorø Kommune,221351,"Assentorp By, Stenmagle"
1085,Sjælland,340,Sorø Kommune,221352,"Kyringe By, Stenmagle"
1085,Sjælland,340,Sorø Kommune,221353,"Nyrup By, Stenmagle"
1085,Sjælland,340,Sorø Kommune,221354,"Ostrup By, Stenmagle"
1085,Sjælland,340,Sorø Kommune,221355,"Stenmagle By, Stenmagle"
1085,Sjælland,340,Sorø Kommune,221356,"Vanløse By, Stenmagle"
1085,Sjælland,340,Sorø Kommune,2001551,Sorø Bygrunde
1085,Sjælland,340,Sorø Kommune,2001552,Sorø Markjorder
1085,Sjælland,340,Sorø Kommune,2001553,"Ll. Ladegård Hgd., Sorø Jorder"
1085,Sjælland,336,Stevns Kommune,290151,"Frøslev By, Frøslev"
1085,Sjælland,336,Stevns Kommune,290152,"Havnelev By, Frøslev"
1085,Sjælland,336,Stevns Kommune,290153,"Mariehøj Hgd., Frøslev"
1085,Sjælland,336,Stevns Kommune,290251,"Havnelev By, Havnelev"
1085,Sjælland,336,Stevns Kommune,290252,"Skørpinge By, Havnelev"
1085,Sjælland,336,Stevns Kommune,290351,"Arnøje By, Hellested"
1085,Sjælland,336,Stevns Kommune,290352,"Barup By, Hellested"
1085,Sjælland,336,Stevns Kommune,290353,"Hellested By, Hellested"
1085,Sjælland,336,Stevns Kommune,290354,"Juellinge Hgd., Hellested"
1085,Sjælland,336,Stevns Kommune,290355,"Tåstrup By, Hellested"
1085,Sjælland,336,Stevns Kommune,290451,"Gjorslev Hgd., Holtug"
1085,Sjælland,336,Stevns Kommune,290452,"Holtug By, Holtug"
1085,Sjælland,336,Stevns Kommune,290453,"Råby By, Holtug"
1085,Sjælland,336,Stevns Kommune,290454,"Råhoved Skov, Holtug"
1085,Sjælland,336,Stevns Kommune,290551,"Højerup By, Højerup"
1085,Sjælland,336,Stevns Kommune,290651,"Ll. Heddinge By, Ll. Heddinge"
1085,Sjælland,336,Stevns Kommune,290751,"Gevnø By, Lyderslev"
1085,Sjælland,336,Stevns Kommune,290752,"Højstrup Hgd., Lyderslev"
1085,Sjælland,336,Stevns Kommune,290753,"Lund By, Lyderslev"
1085,Sjælland,336,Stevns Kommune,290754,"Lyderslev By, Lyderslev"
1085,Sjælland,336,Stevns Kommune,290755,"Mariehøj Hgd., Lyderslev"
1085,Sjælland,336,Stevns Kommune,290756,"Morre Skov, Lyderslev"
1085,Sjælland,336,Stevns Kommune,290851,"Klippinge By, Magleby-Stevns"
1085,Sjælland,336,Stevns Kommune,290852,"Magleby By, Magleby-Stevns"
1085,Sjælland,336,Stevns Kommune,290853,"Søholm Hgd., Magleby-Stevns"
1085,Sjælland,336,Stevns Kommune,291051,"Bjælkerup By, St. Heddinge"
1085,Sjælland,336,Stevns Kommune,291052,"Erikstrup Hgd., St. Heddinge"
1085,Sjælland,336,Stevns Kommune,291053,"Renge By, St. Heddinge"
1085,Sjælland,336,Stevns Kommune,291054,"Sigerslev By, St. Heddinge"
1085,Sjælland,336,Stevns Kommune,291055,"Tommestrup By, St. Heddinge"
1085,Sjælland,336,Stevns Kommune,291151,"Strøby By, Strøby"
1085,Sjælland,336,Stevns Kommune,291251,"Varpelev By, Varpelev"
1085,Sjælland,336,Stevns Kommune,310251,"Aggerup By, Endeslev"
1085,Sjælland,336,Stevns Kommune,310252,"Almindevænge, Endeslev"
1085,Sjælland,336,Stevns Kommune,310253,"Endeslev By, Endeslev"
1085,Sjælland,336,Stevns Kommune,310254,"Povlstrup By, Endeslev"
1085,Sjælland,336,Stevns Kommune,310451,"Ammerup By, Hårlev"
1085,Sjælland,336,Stevns Kommune,310452,"Hårlev By, Hårlev"
1085,Sjælland,336,Stevns Kommune,310454,"Ll. Linde By, Hårlev"
1085,Sjælland,336,Stevns Kommune,310455,"Ll. Tårnby By, Hårlev"
1085,Sjælland,336,Stevns Kommune,310456,"Lystrup By, Hårlev"
1085,Sjælland,336,Stevns Kommune,310651,"Grubberholm Mark, Himlingøje"
1085,Sjælland,336,Stevns Kommune,310652,"Himlingøje By, Himlingøje"
1085,Sjælland,336,Stevns Kommune,311151,"St. Tårnby By, Tårnby"
1085,Sjælland,336,Stevns Kommune,311251,"Valløby By, Valløby"
1085,Sjælland,336,Stevns Kommune,311252,"Vallø Hgd., Valløby"
1085,Sjælland,336,Stevns Kommune,311451,"Kanderødhuset, Vråby"
1085,Sjælland,336,Stevns Kommune,311452,"Skrosbjerg By, Vråby"
1085,Sjælland,336,Stevns Kommune,311453,"Vråby By, Vråby"
1085,Sjælland,336,Stevns Kommune,2001951,St. Heddinge Bygrunde
1085,Sjælland,336,Stevns Kommune,2001952,St. Heddinge Markjorder
1085,Sjælland,390,Vordingborg Kommune,260151,"Allerslev By, Allerslev"
1085,Sjælland,390,Vordingborg Kommune,260152,"Ammendrup By, Allerslev"
1085,Sjælland,390,Vordingborg Kommune,260153,"Gederød By, Allerslev"
1085,Sjælland,390,Vordingborg Kommune,260154,"Kragevig By, Allerslev"
1085,Sjælland,390,Vordingborg Kommune,260155,"Neble Gde., Allerslev"
1085,Sjælland,390,Vordingborg Kommune,260156,"Oremandsgård, Allerslev"
1085,Sjælland,390,Vordingborg Kommune,260157,"Rekkende By, Allerslev"
1085,Sjælland,390,Vordingborg Kommune,260158,"Tjørnehoved By, Allerslev"
1085,Sjælland,390,Vordingborg Kommune,260159,"Ugledige By, Allerslev"
1085,Sjælland,390,Vordingborg Kommune,260251,"Bårse By, Bårse"
1085,Sjælland,390,Vordingborg Kommune,260252,"Broskov By, Bårse"
1085,Sjælland,390,Vordingborg Kommune,260253,"Risby By, Bårse"
1085,Sjælland,390,Vordingborg Kommune,260351,"Beldringe Hgd., Beldringe"
1085,Sjælland,390,Vordingborg Kommune,260352,"Dyrlev By, Beldringe"
1085,Sjælland,390,Vordingborg Kommune,260353,"Faksinge By, Beldringe"
1085,Sjælland,390,Vordingborg Kommune,260354,"Hastrup By, Beldringe"
1085,Sjælland,390,Vordingborg Kommune,260355,"Nygård, Beldringe"
1085,Sjælland,390,Vordingborg Kommune,260356,"Nysø Hgd., Beldringe"
1085,Sjælland,390,Vordingborg Kommune,260357,"Teglstrup By, Beldringe"
1085,Sjælland,390,Vordingborg Kommune,260551,"Ambæk By, Jungshoved"
1085,Sjælland,390,Vordingborg Kommune,260552,"Bønsvig By, Jungshoved"
1085,Sjælland,390,Vordingborg Kommune,260553,"Jungshoved Hgd., Jungshoved"
1085,Sjælland,390,Vordingborg Kommune,260554,"Roneklint By, Jungshoved"
1085,Sjælland,390,Vordingborg Kommune,260555,"Stavreby By, Jungshoved"
1085,Sjælland,390,Vordingborg Kommune,260556,"Stenstrup By, Jungshoved"
1085,Sjælland,390,Vordingborg Kommune,260557,"Øen Smidstrup By, Jungshoved"
1085,Sjælland,390,Vordingborg Kommune,260651,"Balle By, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260652,"Balle Overdrev, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260653,"Ellebrudgård, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260654,"Kalvehave By, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260655,"Kalvehave Færgegård, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260656,"Kalvehave Overdrev, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260657,"Langebæk By, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260658,"Langebæk Mølle, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260659,"Langø, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260660,"Petersgård Hgd., Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260661,"Rødsbjerg , Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260662,"Skyttemarken, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260663,"Stensby By, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260664,"Stensby Mølle, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260665,"Tærø, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260666,"Vestenbæk By, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260667,"Viemose By, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260668,"Viemose Overdrev, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260669,"Vrangsgårde, Kalvehave"
1085,Sjælland,390,Vordingborg Kommune,260751,"Høvdingsgård Hgd., Mern"
1085,Sjælland,390,Vordingborg Kommune,260752,"Kindvig By, Mern"
1085,Sjælland,390,Vordingborg Kommune,260753,"Liliendal Hgd., Mern"
1085,Sjælland,390,Vordingborg Kommune,260754,"Nr. Mern By, Mern"
1085,Sjælland,390,Vordingborg Kommune,260755,"Sageby By, Mern"
1085,Sjælland,390,Vordingborg Kommune,260756,"Sandvig By, Mern"
1085,Sjælland,390,Vordingborg Kommune,260757,"Skalsby, Mern"
1085,Sjælland,390,Vordingborg Kommune,260758,"Sdr. Mern By, Mern"
1085,Sjælland,390,Vordingborg Kommune,260759,"Tågeby, Mern"
1085,Sjælland,390,Vordingborg Kommune,260760,"Østergård, Mern"
1085,Sjælland,390,Vordingborg Kommune,260951,"Egebjerg By, Skibinge"
1085,Sjælland,390,Vordingborg Kommune,260952,"Endegårde By, Skibinge"
1085,Sjælland,390,Vordingborg Kommune,260953,"Skibinge By, Skibinge"
1085,Sjælland,390,Vordingborg Kommune,260954,"Smidstrup Hovgårde By, Skibinge"
1085,Sjælland,390,Vordingborg Kommune,260955,"Tubæks Mølle, Skibinge"
1085,Sjælland,390,Vordingborg Kommune,260956,"Øen Skovhuse By, Skibinge"
1085,Sjælland,390,Vordingborg Kommune,261151,"Grumløse By, Udby"
1085,Sjælland,390,Vordingborg Kommune,261152,"Skallerup By, Udby"
1085,Sjælland,390,Vordingborg Kommune,261153,"Udby By, Udby"
1085,Sjælland,390,Vordingborg Kommune,261351,"Fæby By, Ørslev"
1085,Sjælland,390,Vordingborg Kommune,261352,"Græsbjerg By, Ørslev"
1085,Sjælland,390,Vordingborg Kommune,261353,"Ørslev By, Ørslev"
1085,Sjælland,390,Vordingborg Kommune,261451,"Lekkende By, Ø. Egesborg"
1085,Sjælland,390,Vordingborg Kommune,261452,"Lekkende Hgd., Ø. Egesborg"
1085,Sjælland,390,Vordingborg Kommune,261453,"Liliendal Hgd., Ø. Egesborg"
1085,Sjælland,390,Vordingborg Kommune,261454,"Røstofte By, Ø. Egesborg"
1085,Sjælland,390,Vordingborg Kommune,261455,"Skovhuse By, Ø. Egesborg"
1085,Sjælland,390,Vordingborg Kommune,261456,"Stårby By, Ø. Egesborg"
1085,Sjælland,390,Vordingborg Kommune,261457,"Tolstrup By, Ø. Egesborg"
1085,Sjælland,390,Vordingborg Kommune,261458,"Ø. Egesborg By, Ø. Egesborg"
1085,Sjælland,390,Vordingborg Kommune,280251,"Barmose, Kastrup"
1085,Sjælland,390,Vordingborg Kommune,280252,"Kastrup By, Kastrup"
1085,Sjælland,390,Vordingborg Kommune,280253,"Neder Vindinge By, Kastrup"
1085,Sjælland,390,Vordingborg Kommune,280254,"Næs By, Kastrup"
1085,Sjælland,390,Vordingborg Kommune,280255,"Oreby By, Kastrup"
1085,Sjælland,390,Vordingborg Kommune,280256,"Ornebjerg By, Kastrup"
1085,Sjælland,390,Vordingborg Kommune,280257,"Rosenfeldt Hgd., Kastrup"
1085,Sjælland,390,Vordingborg Kommune,280258,"Stuby By, Kastrup"
1085,Sjælland,390,Vordingborg Kommune,280351,"Avnøgård Hgd., Køng"
1085,Sjælland,390,Vordingborg Kommune,280352,"Kostræde By, Køng"
1085,Sjælland,390,Vordingborg Kommune,280353,"Køng By, Køng"
1085,Sjælland,390,Vordingborg Kommune,280354,"Sallerup By, Køng"
1085,Sjælland,390,Vordingborg Kommune,280355,"Sallerupgård Hgd., Køng"
1085,Sjælland,390,Vordingborg Kommune,280356,"Svinø By, Køng"
1085,Sjælland,390,Vordingborg Kommune,280357,"Svinø Vig, Køng"
1085,Sjælland,390,Vordingborg Kommune,280358,"Øbjerggård Hgd., Køng"
1085,Sjælland,390,Vordingborg Kommune,280451,"Lundby By, Lundby"
1085,Sjælland,390,Vordingborg Kommune,280452,"Lundbygård Hgd., Lundby"
1085,Sjælland,390,Vordingborg Kommune,280453,"Lundby Torp By, Lundby"
1085,Sjælland,390,Vordingborg Kommune,280951,"Barmose, Sværdborg"
1085,Sjælland,390,Vordingborg Kommune,280952,"Kastelev By, Sværdborg"
1085,Sjælland,390,Vordingborg Kommune,280953,"Neble By, Sværdborg"
1085,Sjælland,390,Vordingborg Kommune,280954,"Over Vindinge By, Sværdborg"
1085,Sjælland,390,Vordingborg Kommune,280955,"Remkolde By, Sværdborg"
1085,Sjælland,390,Vordingborg Kommune,280956,"Skaverup By, Sværdborg"
1085,Sjælland,390,Vordingborg Kommune,280957,"Snertinge By, Sværdborg"
1085,Sjælland,390,Vordingborg Kommune,280958,"Snertinge Hgd., Sværdborg"
1085,Sjælland,390,Vordingborg Kommune,280959,"Svinninge By, Sværdborg"
1085,Sjælland,390,Vordingborg Kommune,280960,"Sværdborg By, Sværdborg"
1085,Sjælland,390,Vordingborg Kommune,320151,"Bogø By, Bogø"
1085,Sjælland,390,Vordingborg Kommune,320152,"Farø Ø, Bogø"
1085,Sjælland,390,Vordingborg Kommune,320251,"Ålebæk By, Borre"
1085,Sjælland,390,Vordingborg Kommune,320252,"Ålebækgård, Borre"
1085,Sjælland,390,Vordingborg Kommune,320253,"Borre By, Borre"
1085,Sjælland,390,Vordingborg Kommune,320254,"Ny Borre By, Borre"
1085,Sjælland,390,Vordingborg Kommune,320255,"Nørreby By, Borre"
1085,Sjælland,390,Vordingborg Kommune,320256,"Råbymagle By, Borre"
1085,Sjælland,390,Vordingborg Kommune,320257,"Sønderby By, Borre"
1085,Sjælland,390,Vordingborg Kommune,320351,"Hjelm By, Damsholte"
1085,Sjælland,390,Vordingborg Kommune,320352,"Koster Vig, Damsholte"
1085,Sjælland,390,Vordingborg Kommune,320353,"Ll. Lind By, Damsholte"
1085,Sjælland,390,Vordingborg Kommune,320354,"Liseby By, Damsholte"
1085,Sjælland,390,Vordingborg Kommune,320355,"Marienborg Hgd., Damsholte"
1085,Sjælland,390,Vordingborg Kommune,320356,"Nr. Frenderup By, Damsholte"
1085,Sjælland,390,Vordingborg Kommune,320357,"Rytsebæk By, Damsholte"
1085,Sjælland,390,Vordingborg Kommune,320358,"Røddinge By, Damsholte"
1085,Sjælland,390,Vordingborg Kommune,320359,"Sprove By, Damsholte"
1085,Sjælland,390,Vordingborg Kommune,320360,"St. Lind By, Damsholte"
1085,Sjælland,390,Vordingborg Kommune,320361,"Sdr. Frenderup By, Damsholte"
1085,Sjælland,390,Vordingborg Kommune,320362,"Æbelnæs By, Damsholte"
1085,Sjælland,390,Vordingborg Kommune,320451,"Elmelunde By, Elmelunde"
1085,Sjælland,390,Vordingborg Kommune,320452,"Hjertebjerg By, Elmelunde"
1085,Sjælland,390,Vordingborg Kommune,320453,"Nordfelt Hgd., Elmelunde"
1085,Sjælland,390,Vordingborg Kommune,320454,"Råbylille By, Elmelunde"
1085,Sjælland,390,Vordingborg Kommune,320455,"St. Oregård, Elmelunde"
1085,Sjælland,390,Vordingborg Kommune,320456,"Torpe By, Elmelunde"
1085,Sjælland,390,Vordingborg Kommune,320457,"Østermark By, Elmelunde"
1085,Sjælland,390,Vordingborg Kommune,320551,"Askeby By, Fanefjord"
1085,Sjælland,390,Vordingborg Kommune,320552,"Grønsund Færgegård, Fanefjord"
1085,Sjælland,390,Vordingborg Kommune,320553,"Hårbølle By, Fanefjord"
1085,Sjælland,390,Vordingborg Kommune,320554,"Hovedgårdstaksten, Fanefjord"
1085,Sjælland,390,Vordingborg Kommune,320555,"Kokseby By, Fanefjord"
1085,Sjælland,390,Vordingborg Kommune,320556,"Lerbæk By, Fanefjord"
1085,Sjælland,390,Vordingborg Kommune,320557,"Ll. Damme By, Fanefjord"
1085,Sjælland,390,Vordingborg Kommune,320558,"St. Damme By, Fanefjord"
